 날짜,시간,청운효자동
 20190408, 1600, 8.600000 
 20190408, 1700, 8.900000 
 20190408, 1800, 8.800000 
 20190408, 1900, 8.600000 
 20190408, 2000, 8.500000 
 20190408, 2100, 9.100000 
 20190408, 2200, 10.200000 
 20190408, 2300, 12.000000 
 20190409, 0000, 13.000000 
 20190409, 0100, 13.300000 
 20190409, 0200, 13.000000 
 20190409, 0300, 13.200000 
 20190409, 0400, 13.700000 
 20190409, 0500, 13.200000 
 20190409, 0600, 12.300000 
 20190409, 0700, 9.500000 
 20190409, 0800, 7.200000 
 20190409, 0900, 7.000000 
 20190409, 1000, 6.300000 
 20190409, 1100, 5.600000 
 20190409, 1200, 4.800000 
 20190409, 1300, 4.700000 
 20190409, 1400, 4.700000 
 20190409, 1500, 4.800000 
 20190409, 1600, 4.900000 
 20190409, 1700, 5.000000 
 20190409, 1800, 5.100000 
 20190409, 1900, 5.200000 
 20190409, 2000, 5.400000 
 20190409, 2100, 5.700000 
 20190409, 2200, 6.100000 
 20190409, 2300, 6.600000 
 20190410, 0000, 7.200000 
 20190410, 0100, 6.800000 
 20190410, 0200, 7.200000 
 20190410, 0300, 8.000000 
 20190410, 0400, 8.200000 
 20190410, 0500, 9.200000 
 20190410, 0600, 9.700000 
 20190410, 0700, 9.500000 
 20190410, 0800, 10.100000 
 20190410, 0900, 9.000000 
 20190410, 1000, 8.600000 
 20190410, 1100, 8.300000 
 20190410, 1200, 7.500000 
 20190410, 1300, 6.800000 
 20190410, 1400, 6.300000 
 20190410, 1500, 5.700000 
 20190410, 1600, 5.100000 
 20190410, 1700, 4.800000 
 20190410, 1800, 4.600000 
 20190410, 1900, 4.400000 
 20190410, 2000, 4.300000 
 20190410, 2100, 4.800000 
 20190410, 2200, 6.200000 
 20190410, 2300, 8.400000 
 20190411, 0000, 11.000000 
 20190411, 0100, 12.200000 
 20190411, 0200, 13.800000 
 20190411, 0300, 15.400000 
 20190411, 0400, 15.400000 
 20190411, 0500, 14.700000 
 20190411, 0600, 15.100000 
 20190411, 0700, 14.100000 
 20190411, 0800, 12.400000 
 20190411, 0900, 11.200000 
 20190411, 1000, 10.100000 
 20190411, 1100, 9.600000 
 20190411, 1200, 9.000000 
 20190411, 1300, 8.800000 
 20190411, 1400, 8.200000 
 20190411, 1500, 7.900000 
 20190411, 1600, 7.300000 
 20190411, 1700, 6.500000 
 20190411, 1800, 6.000000 
 20190411, 1900, 5.800000 
 20190411, 2000, 5.700000 
 20190411, 2100, 5.900000 
 20190411, 2200, 7.800000 
 20190411, 2300, 10.500000 
 20190412, 0000, 12.900000 
 20190412, 0100, 14.600000 
 20190412, 0200, 16.400000 
 20190412, 0300, 17.200001 
 20190412, 0400, 18.200001 
 20190412, 0500, 18.000000 
 20190412, 0600, 17.600000 
 20190412, 0700, 16.200001 
 20190412, 0800, 14.200000 
 20190412, 0900, 12.600000 
 20190412, 1000, 11.200000 
 20190412, 1100, 10.600000 
 20190412, 1200, 9.800000 
 20190412, 1300, 9.200000 
 20190412, 1400, 8.800000 
 20190412, 1500, 8.000000 
 20190412, 1600, 7.400000 
 20190412, 1700, 7.100000 
 20190412, 1800, 6.600000 
 20190412, 1900, 6.300000 
 20190412, 2000, 6.200000 
 20190412, 2100, 6.600000 
 20190412, 2200, 8.700000 
 20190412, 2300, 11.500000 
 20190413, 0000, 13.600000 
 20190413, 0100, 15.000000 
 20190413, 0200, 16.500000 
 20190413, 0300, 17.100000 
 20190413, 0400, 17.600000 
 20190413, 0500, 17.700001 
 20190413, 0600, 17.299999 
 20190413, 0700, 16.400000 
 20190413, 0800, 14.700000 
 20190413, 0900, 13.200000 
 20190413, 1000, 12.100000 
 20190413, 1100, 11.300000 
 20190413, 1200, 10.700000 
 20190413, 1300, 10.500000 
 20190413, 1400, 9.900000 
 20190413, 1500, 9.700000 
 20190413, 1600, 9.400000 
 20190413, 1700, 9.000000 
 20190413, 1800, 9.000000 
 20190413, 1900, 10.000000 
 20190413, 2000, 9.300000 
 20190413, 2100, 8.800000 
 20190413, 2200, 8.400000 
 20190413, 2300, 8.300000 
 20190414, 0000, 7.800000 
 20190414, 0100, 7.700000 
 20190414, 0200, 8.200000 
 20190414, 0300, 10.500000 
 20190414, 0400, 12.500000 
 20190414, 0500, 12.700000 
 20190414, 0600, 12.900000 
 20190414, 0700, 13.100000 
 20190414, 0800, 12.500000 
 20190414, 0900, 10.700000 
 20190414, 1000, 9.800000 
 20190414, 1100, 8.900000 
 20190414, 1200, 8.300000 
 20190414, 1300, 7.400000 
 20190414, 1400, 6.700000 
 20190414, 1500, 5.700000 
 20190414, 1600, 5.000000 
 20190414, 1700, 4.400000 
 20190414, 1800, 4.300000 
 20190414, 1900, 4.400000 
 20190414, 2000, 4.100000 
 20190414, 2100, 5.100000 
 20190414, 2200, 7.500000 
 20190414, 2300, 10.800000 
 20190415, 0000, 13.200000 
 20190415, 0100, 15.700000 
 20190415, 0200, 17.000000 
 20190415, 0300, 17.400000 
 20190415, 0400, 17.799999 
 20190415, 0500, 17.299999 
 20190415, 0600, 17.200001 
 20190415, 0700, 16.900000 
 20190415, 0800, 16.299999 
 20190415, 0900, 14.400000 
 20190415, 1000, 13.300000 
 20190415, 1100, 12.400000 
 20190415, 1200, 11.300000 
 20190415, 1300, 10.500000 
 20190415, 1400, 10.100000 
 20190415, 1500, 9.700000 
 20190415, 1600, 9.200000 
 20190415, 1700, 8.400000 
 20190415, 1800, 7.900000 
 20190415, 1900, 7.300000 
 20190415, 2000, 6.900000 
 20190415, 2100, 7.600000 
 20190415, 2200, 10.700000 
 20190415, 2300, 13.700000 
 20190416, 0000, 16.000000 
 20190416, 0100, 18.200001 
 20190416, 0200, 20.400000 
 20190416, 0300, 21.000000 
 20190416, 0400, 22.500000 
 20190416, 0500, 22.000000 
 20190416, 0600, 21.799999 
 20190416, 0700, 21.000000 
 20190416, 0800, 19.200001 
 20190416, 0900, 17.600000 
 20190416, 1000, 16.400000 
 20190416, 1100, 15.700000 
 20190416, 1200, 14.300000 
 20190416, 1300, 13.300000 
 20190416, 1400, 12.500000 
 20190416, 1500, 11.700000 
 20190416, 1600, 11.200000 
 20190416, 1700, 10.800000 
 20190416, 1800, 10.400000 
 20190416, 1900, 9.400000 
 20190416, 2000, 9.300000 
 20190416, 2100, 10.000000 
 20190416, 2200, 12.700000 
 20190416, 2300, 16.000000 
 20190417, 0000, 18.600000 
 20190417, 0100, 20.299999 
 20190417, 0200, 21.400000 
 20190417, 0300, 21.100000 
 20190417, 0400, 21.400000 
 20190417, 0500, 21.000000 
 20190417, 0600, 20.600000 
 20190417, 0700, 19.400000 
 20190417, 0800, 17.799999 
 20190417, 0900, 15.700000 
 20190417, 1000, 14.400000 
 20190417, 1100, 13.700000 
 20190417, 1200, 13.300000 
 20190417, 1300, 12.900000 
 20190417, 1400, 12.800000 
 20190417, 1500, 12.800000 
 20190417, 1600, 12.100000 
 20190417, 1700, 11.700000 
 20190417, 1800, 11.200000 
 20190417, 1900, 11.100000 
 20190417, 2000, 11.300000 
 20190417, 2100, 12.200000 
 20190417, 2200, 13.500000 
 20190417, 2300, 13.900000 
 20190418, 0000, 14.500000 
 20190418, 0100, 14.600000 
 20190418, 0200, 14.500000 
 20190418, 0300, 16.000000 
 20190418, 0400, 15.200000 
 20190418, 0500, 14.100000 
 20190418, 0600, 13.400000 
 20190418, 0700, 13.000000 
 20190418, 0800, 12.600000 
 20190418, 0900, 12.100000 
 20190418, 1000, 12.100000 
 20190418, 1100, 11.600000 
 20190418, 1200, 11.200000 
 20190418, 1300, 10.900000 
 20190418, 1400, 10.200000 
 20190418, 1500, 9.800000 
 20190418, 1600, 10.100000 
 20190418, 1700, 9.700000 
 20190418, 1800, 9.800000 
 20190418, 1900, 9.900000 
 20190418, 2000, 10.100000 
 20190418, 2100, 10.800000 
 20190418, 2200, 11.300000 
 20190418, 2300, 12.400000 
 20190419, 0000, 12.900000 
 20190419, 0100, 13.300000 
 20190419, 0200, 14.000000 
 20190419, 0300, 16.600000 
 20190419, 0400, 17.900000 
 20190419, 0500, 19.299999 
 20190419, 0600, 19.600000 
 20190419, 0700, 19.299999 
 20190419, 0800, 18.600000 
 20190419, 0900, 17.000000 
 20190419, 1000, 15.900000 
 20190419, 1100, 14.800000 
 20190419, 1200, 13.900000 
 20190419, 1300, 13.200000 
 20190419, 1400, 12.300000 
 20190419, 1500, 11.500000 
 20190419, 1600, 10.800000 
 20190419, 1700, 10.200000 
 20190419, 1800, 9.800000 
 20190419, 1900, 10.100000 
 20190419, 2000, 10.700000 
 20190419, 2100, 11.400000 
 20190419, 2200, 12.400000 
 20190419, 2300, 13.300000 
 20190420, 0000, 15.100000 
 20190420, 0100, 16.700001 
 20190420, 0200, 17.299999 
 20190420, 0300, 17.799999 
 20190420, 0400, 18.500000 
 20190420, 0500, 18.799999 
 20190420, 0600, 18.200001 
 20190420, 0700, 16.700001 
 20190420, 0800, 15.900000 
 20190420, 0900, 15.400000 
 20190420, 1000, 15.000000 
 20190420, 1100, 14.400000 
 20190420, 1200, 13.900000 
 20190420, 1300, 13.600000 
 20190420, 1400, 13.400000 
 20190420, 1500, 13.000000 
 20190420, 1600, 12.900000 
 20190420, 1700, 12.700000 
 20190420, 1800, 12.300000 
 20190420, 1900, 12.300000 
 20190420, 2000, 12.300000 
 20190420, 2100, 12.800000 
 20190420, 2200, 13.200000 
 20190420, 2300, 13.400000 
 20190421, 0000, 14.500000 
 20190421, 0100, 14.600000 
 20190421, 0200, 16.500000 
 20190421, 0300, 17.299999 
 20190421, 0400, 18.200001 
 20190421, 0500, 19.500000 
 20190421, 0600, 20.200001 
 20190421, 0700, 19.799999 
 20190421, 0800, 17.500000 
 20190421, 0900, 16.200001 
 20190421, 1000, 15.400000 
 20190421, 1100, 14.000000 
 20190421, 1200, 13.400000 
 20190421, 1300, 12.800000 
 20190421, 1400, 12.500000 
 20190421, 1500, 11.900000 
 20190421, 1600, 11.600000 
 20190421, 1700, 11.400000 
 20190421, 1800, 11.100000 
 20190421, 1900, 10.800000 
 20190421, 2000, 10.700000 
 20190421, 2100, 11.800000 
 20190421, 2200, 14.300000 
 20190421, 2300, -50.000000 
 20190422, 0000, 19.600000 
 20190422, 0100, 21.500000 
 20190422, 0200, 23.000000 
 20190422, 0300, 25.100000 
 20190422, 0400, 26.700001 
 20190422, 0500, 27.299999 
 20190422, 0600, 28.100000 
 20190422, 0700, 28.100000 
 20190422, 0800, 25.500000 
 20190422, 0900, 23.600000 
 20190422, 1000, 22.200001 
 20190422, 1100, 21.100000 
 20190422, 1200, 19.900000 
 20190422, 1300, 18.700001 
 20190422, 1400, 18.000000 
 20190422, 1500, 17.299999 
 20190422, 1600, 16.700001 
 20190422, 1700, 16.400000 
 20190422, 1800, 16.200001 
 20190422, 1900, 15.800000 
 20190422, 2000, 15.400000 
 20190422, 2100, 16.000000 
 20190422, 2200, 18.799999 
 20190422, 2300, 21.000000 
 20190423, 0000, 22.500000 
 20190423, 0100, 24.100000 
 20190423, 0200, 25.200001 
 20190423, 0300, 25.200001 
 20190423, 0400, 25.400000 
 20190423, 0500, 24.900000 
 20190423, 0600, 24.799999 
 20190423, 0700, 24.100000 
 20190423, 0800, 22.900000 
 20190423, 0900, 20.700001 
 20190423, 1000, 19.500000 
 20190423, 1100, 18.900000 
 20190423, 1200, 18.500000 
 20190423, 1300, 18.200001 
 20190423, 1400, 17.900000 
 20190423, 1500, 17.400000 
 20190423, 1600, 16.600000 
 20190423, 1700, 16.299999 
 20190423, 1800, 16.100000 
 20190423, 1900, 15.900000 
 20190423, 2000, 15.900000 
 20190423, 2100, 16.200001 
 20190423, 2200, 16.700001 
 20190423, 2300, 17.600000 
 20190424, 0000, 19.100000 
 20190424, 0100, 19.799999 
 20190424, 0200, 21.799999 
 20190424, 0300, 23.900000 
 20190424, 0400, 25.200001 
 20190424, 0500, 25.600000 
 20190424, 0600, 25.100000 
 20190424, 0700, 24.100000 
 20190424, 0800, 22.299999 
 20190424, 0900, 20.900000 
 20190424, 1000, 19.799999 
 20190424, 1100, 19.000000 
 20190424, 1200, 18.200001 
 20190424, 1300, 17.500000 
 20190424, 1400, 17.000000 
 20190424, 1500, 16.600000 
 20190424, 1600, 16.500000 
 20190424, 1700, 16.600000 
 20190424, 1800, 17.100000 
 20190424, 1900, 17.000000 
 20190424, 2000, 16.400000 
 20190424, 2100, 15.800000 
 20190424, 2200, 15.700000 
 20190424, 2300, 15.900000 
 20190425, 0000, 15.500000 
 20190425, 0100, 14.700000 
 20190425, 0200, 15.200000 
 20190425, 0300, 13.700000 
 20190425, 0400, 12.600000 
 20190425, 0500, 11.600000 
 20190425, 0600, 10.900000 
 20190425, 0700, 10.500000 
 20190425, 0800, 10.200000 
 20190425, 0900, 10.100000 
 20190425, 1000, 10.100000 
 20190425, 1100, 10.200000 
 20190425, 1200, 10.200000 
 20190425, 1300, 9.800000 
 20190425, 1400, 9.400000 
 20190425, 1500, 8.900000 
 20190425, 1600, 8.400000 
 20190425, 1700, 8.100000 
 20190425, 1800, 8.000000 
 20190425, 1900, 8.000000 
 20190425, 2000, 7.900000 
 20190425, 2100, 7.900000 
 20190425, 2200, 8.100000 
 20190425, 2300, 8.500000 
 20190426, 0000, 9.000000 
 20190426, 0100, 9.300000 
 20190426, 0200, 9.600000 
 20190426, 0300, 9.900000 
 20190426, 0400, 9.800000 
 20190426, 0500, 9.500000 
 20190426, 0600, 9.500000 
 20190426, 0700, 9.200000 
 20190426, 0800, 9.200000 
 20190426, 0900, 9.000000 
 20190426, 1000, 8.800000 
 20190426, 1100, 8.100000 
 20190426, 1200, 7.300000 
 20190426, 1300, 6.600000 
 20190426, 1400, 6.100000 
 20190426, 1500, 5.600000 
 20190426, 1600, 5.300000 
 20190426, 1700, 5.000000 
 20190426, 1800, 4.800000 
 20190426, 1900, 4.200000 
 20190426, 2000, 4.500000 
 20190426, 2100, 5.500000 
 20190426, 2200, 8.000000 
 20190426, 2300, 10.600000 
 20190427, 0000, 12.500000 
 20190427, 0100, 14.600000 
 20190427, 0200, 16.100000 
 20190427, 0300, 17.100000 
 20190427, 0400, 17.799999 
 20190427, 0500, 17.799999 
 20190427, 0600, 17.000000 
 20190427, 0700, 16.799999 
 20190427, 0800, 15.500000 
 20190427, 0900, 13.800000 
 20190427, 1000, 12.800000 
 20190427, 1100, 12.200000 
 20190427, 1200, 11.700000 
 20190427, 1300, 11.600000 
 20190427, 1400, 11.900000 
 20190427, 1500, 11.900000 
 20190427, 1600, 11.700000 
 20190427, 1700, 11.600000 
 20190427, 1800, 11.400000 
 20190427, 1900, 11.200000 
 20190427, 2000, 11.000000 
 20190427, 2100, 11.000000 
 20190427, 2200, 11.700000 
 20190427, 2300, 12.000000 
 20190428, 0000, 12.700000 
 20190428, 0100, 14.900000 
 20190428, 0200, 15.700000 
 20190428, 0300, 16.000000 
 20190428, 0400, 15.700000 
 20190428, 0500, 15.900000 
 20190428, 0600, 15.300000 
 20190428, 0700, 14.900000 
 20190428, 0800, 14.500000 
 20190428, 0900, 13.800000 
 20190428, 1000, 12.600000 
 20190428, 1100, 11.600000 
 20190428, 1200, 10.900000 
 20190428, 1300, 10.300000 
 20190428, 1400, 9.700000 
 20190428, 1500, 9.500000 
 20190428, 1600, 9.200000 
 20190428, 1700, 8.800000 
 20190428, 1800, 8.500000 
 20190428, 1900, 8.500000 
 20190428, 2000, 8.400000 
 20190428, 2100, 9.300000 
 20190428, 2200, 11.900000 
 20190428, 2300, 13.800000 
 20190429, 0000, 14.800000 
 20190429, 0100, 15.500000 
 20190429, 0200, 15.900000 
 20190429, 0300, 15.900000 
 20190429, 0400, 15.800000 
 20190429, 0500, 15.800000 
 20190429, 0600, 16.100000 
 20190429, 0700, 16.600000 
 20190429, 0800, 17.000000 
 20190429, 0900, 15.800000 
 20190429, 1000, 14.200000 
 20190429, 1100, 13.500000 
 20190429, 1200, 12.500000 
 20190429, 1300, 11.900000 
 20190429, 1400, 11.400000 
 20190429, 1500, 10.900000 
 20190429, 1600, 10.600000 
 20190429, 1700, 10.200000 
 20190429, 1800, 9.500000 
 20190429, 1900, 9.400000 
 20190429, 2000, 9.100000 
 20190429, 2100, 10.100000 
 20190429, 2200, 12.700000 
 20190429, 2300, 15.000000 
 20190430, 0000, 17.200001 
 20190430, 0100, 19.000000 
 20190430, 0200, 19.799999 
 20190430, 0300, 21.100000 
 20190430, 0400, 21.799999 
 20190430, 0500, 22.299999 
 20190430, 0600, 22.000000 
 20190430, 0700, 21.100000 
 20190430, 0800, 18.900000 
 20190430, 0900, 16.799999 
 20190430, 1000, 15.700000 
 20190430, 1100, 15.000000 
 20190430, 1200, 14.400000 
 20190430, 1300, 13.500000 
 20190430, 1400, 13.100000 
 20190430, 1500, 12.800000 
 20190430, 1600, 12.300000 
 20190430, 1700, 11.900000 
 20190430, 1800, 11.600000 
 20190430, 1900, 11.400000 
 20190430, 2000, 11.200000 
 20190430, 2100, 11.700000 
 20190430, 2200, 13.400000 
 20190430, 2300, 15.100000 
 20190501, 0000, 17.100000 
 20190501, 0100, 19.000000 
 20190501, 0200, 20.500000 
 20190501, 0300, 21.299999 
 20190501, 0400, 22.100000 
 20190501, 0500, 21.799999 
 20190501, 0600, 20.600000 
 20190501, 0700, 20.299999 
 20190501, 0800, 19.100000 
 20190501, 0900, 17.400000 
 20190501, 1000, 16.500000 
 20190501, 1100, 17.299999 
 20190501, 1200, 16.600000 
 20190501, 1300, 15.400000 
 20190501, 1400, 14.500000 
 20190501, 1500, 13.600000 
 20190501, 1600, 13.100000 
 20190501, 1700, 12.400000 
 20190501, 1800, 11.600000 
 20190501, 1900, 10.900000 
 20190501, 2000, 10.700000 
 20190501, 2100, 11.600000 
 20190501, 2200, 14.700000 
 20190501, 2300, 17.000000 
 20190502, 0000, 19.100000 
 20190502, 0100, 20.600000 
 20190502, 0200, 21.900000 
 20190502, 0300, 23.500000 
 20190502, 0400, 24.799999 
 20190502, 0500, 25.100000 
 20190502, 0600, 23.799999 
 20190502, 0700, 21.500000 
 20190502, 0800, 20.000000 
 20190502, 0900, 18.200001 
 20190502, 1000, 17.000000 
 20190502, 1100, 16.000000 
 20190502, 1200, 15.300000 
 20190502, 1300, 14.500000 
 20190502, 1400, 13.500000 
 20190502, 1500, 12.600000 
 20190502, 1600, 12.000000 
 20190502, 1700, 11.400000 
 20190502, 1800, 11.000000 
 20190502, 1900, 10.500000 
 20190502, 2000, 10.200000 
 20190502, 2100, 11.500000 
 20190502, 2200, 15.000000 
 20190502, 2300, 17.700001 
 20190503, 0000, 19.500000 
 20190503, 0100, 21.799999 
 20190503, 0200, 23.600000 
 20190503, 0300, 25.500000 
 20190503, 0400, 26.000000 
 20190503, 0500, 25.200001 
 20190503, 0600, 25.200001 
 20190503, 0700, 24.700001 
 20190503, 0800, 23.100000 
 20190503, 0900, 20.500000 
 20190503, 1000, 18.299999 
 20190503, 1100, 17.000000 
 20190503, 1200, 16.100000 
 20190503, 1300, 15.600000 
 20190503, 1400, 14.700000 
 20190503, 1500, 14.400000 
 20190503, 1600, 13.700000 
 20190503, 1700, 13.200000 
 20190503, 1800, 12.700000 
 20190503, 1900, 12.400000 
 20190503, 2000, 12.200000 
 20190503, 2100, 13.500000 
 20190503, 2200, 16.000000 
 20190503, 2300, 18.299999 
 20190504, 0000, 20.799999 
 20190504, 0100, 23.200001 
 20190504, 0200, 24.600000 
 20190504, 0300, 26.100000 
 20190504, 0400, 26.700001 
 20190504, 0500, 27.299999 
 20190504, 0600, 27.000000 
 20190504, 0700, 25.900000 
 20190504, 0800, 23.900000 
 20190504, 0900, 21.500000 
 20190504, 1000, 20.100000 
 20190504, 1100, 19.100000 
 20190504, 1200, 18.100000 
 20190504, 1300, 17.400000 
 20190504, 1400, 16.500000 
 20190504, 1500, 15.900000 
 20190504, 1600, 15.300000 
 20190504, 1700, 14.700000 
 20190504, 1800, 14.200000 
 20190504, 1900, 13.900000 
 20190504, 2000, 13.700000 
 20190504, 2100, 14.600000 
 20190504, 2200, 16.900000 
 20190504, 2300, 19.500000 
 20190505, 0000, 22.100000 
 20190505, 0100, 24.200001 
 20190505, 0200, 25.500000 
 20190505, 0300, 26.299999 
 20190505, 0400, 26.200001 
 20190505, 0500, 25.500000 
 20190505, 0600, 24.600000 
 20190505, 0700, 24.200001 
 20190505, 0800, 21.799999 
 20190505, 0900, 20.299999 
 20190505, 1000, 18.799999 
 20190505, 1100, 17.500000 
 20190505, 1200, 16.600000 
 20190505, 1300, 16.000000 
 20190505, 1400, 14.500000 
 20190505, 1500, 13.100000 
 20190505, 1600, 12.000000 
 20190505, 1700, 10.900000 
 20190505, 1800, 10.600000 
 20190505, 1900, 10.100000 
 20190505, 2000, 9.800000 
 20190505, 2100, 10.200000 
 20190505, 2200, 11.800000 
 20190505, 2300, 13.800000 
 20190506, 0000, 15.800000 
 20190506, 0100, 16.900000 
 20190506, 0200, 17.600000 
 20190506, 0300, 18.100000 
 20190506, 0400, 18.900000 
 20190506, 0500, 19.200001 
 20190506, 0600, 19.200001 
 20190506, 0700, 19.000000 
 20190506, 0800, 17.500000 
 20190506, 0900, 15.300000 
 20190506, 1000, 14.300000 
 20190506, 1100, 14.000000 
 20190506, 1200, 13.300000 
 20190506, 1300, 12.700000 
 20190506, 1400, 11.800000 
 20190506, 1500, 11.200000 
 20190506, 1600, 10.400000 
 20190506, 1700, 9.500000 
 20190506, 1800, 9.200000 
 20190506, 1900, 8.700000 
 20190506, 2000, 8.600000 
 20190506, 2100, 9.900000 
 20190506, 2200, 13.100000 
 20190506, 2300, 15.100000 
 20190507, 0000, 17.600000 
 20190507, 0100, 19.299999 
 20190507, 0200, 20.400000 
 20190507, 0300, 21.200001 
 20190507, 0400, 21.700001 
 20190507, 0500, 21.200001 
 20190507, 0600, 20.700001 
 20190507, 0700, 19.299999 
 20190507, 0800, 17.900000 
 20190507, 0900, 16.500000 
 20190507, 1000, 15.200000 
 20190507, 1100, 14.500000 
 20190507, 1200, 13.500000 
 20190507, 1300, 12.800000 
 20190507, 1400, 12.400000 
 20190507, 1500, 12.000000 
 20190507, 1600, 11.200000 
 20190507, 1700, 10.700000 
 20190507, 1800, 10.600000 
 20190507, 1900, 10.300000 
 20190507, 2000, 10.200000 
 20190507, 2100, 11.400000 
 20190507, 2200, 14.100000 
 20190507, 2300, 16.100000 
 20190508, 0000, 17.600000 
 20190508, 0100, 18.500000 
 20190508, 0200, 19.700001 
 20190508, 0300, 20.900000 
 20190508, 0400, 20.400000 
 20190508, 0500, 21.100000 
 20190508, 0600, 20.100000 
 20190508, 0700, 19.799999 
 20190508, 0800, 18.200001 
 20190508, 0900, 16.700001 
 20190508, 1000, 15.800000 
 20190508, 1100, 15.200000 
 20190508, 1200, 14.700000 
 20190508, 1300, 13.800000 
 20190508, 1400, 13.600000 
 20190508, 1500, 13.100000 
 20190508, 1600, 12.900000 
 20190508, 1700, 12.700000 
 20190508, 1800, 12.300000 
 20190508, 1900, 11.900000 
 20190508, 2000, 11.800000 
 20190508, 2100, 12.800000 
 20190508, 2200, 14.700000 
 20190508, 2300, 16.299999 
 20190509, 0000, 17.799999 
 20190509, 0100, 20.200001 
 20190509, 0200, 21.400000 
 20190509, 0300, 22.100000 
 20190509, 0400, 22.500000 
 20190509, 0500, 22.500000 
 20190509, 0600, 22.400000 
 20190509, 0700, 21.900000 
 20190509, 0800, 20.400000 
 20190509, 0900, 17.700001 
 20190509, 1000, 16.000000 
 20190509, 1100, 15.000000 
 20190509, 1200, 14.200000 
 20190509, 1300, 13.600000 
 20190509, 1400, 12.800000 
 20190509, 1500, 12.100000 
 20190509, 1600, 11.800000 
 20190509, 1700, 11.300000 
 20190509, 1800, 11.000000 
 20190509, 1900, 10.400000 
 20190509, 2000, 10.500000 
 20190509, 2100, 12.000000 
 20190509, 2200, 14.600000 
 20190509, 2300, 17.500000 
 20190510, 0000, 19.700001 
 20190510, 0100, 22.000000 
 20190510, 0200, 24.200001 
 20190510, 0300, 25.600000 
 20190510, 0400, 25.900000 
 20190510, 0500, 26.700001 
 20190510, 0600, 24.799999 
 20190510, 0700, 23.400000 
 20190510, 0800, 21.600000 
 20190510, 0900, 19.000000 
 20190510, 1000, 17.600000 
 20190510, 1100, 16.700001 
 20190510, 1200, 16.100000 
 20190510, 1300, 15.700000 
 20190510, 1400, 15.600000 
 20190510, 1500, 15.200000 
 20190510, 1600, 14.700000 
 20190510, 1700, 14.500000 
 20190510, 1800, 14.100000 
 20190510, 1900, 13.500000 
 20190510, 2000, 13.200000 
 20190510, 2100, 14.100000 
 20190510, 2200, 16.600000 
 20190510, 2300, 19.600000 
 20190511, 0000, 21.900000 
 20190511, 0100, 23.700001 
 20190511, 0200, 25.400000 
 20190511, 0300, 27.000000 
 20190511, 0400, 27.700001 
 20190511, 0500, 27.000000 
 20190511, 0600, 26.799999 
 20190511, 0700, 26.500000 
 20190511, 0800, 25.600000 
 20190511, 0900, 23.600000 
 20190511, 1000, 21.400000 
 20190511, 1100, 19.799999 
 20190511, 1200, 18.500000 
 20190511, 1300, 17.799999 
 20190511, 1400, 15.000000 
 20190511, 1500, 17.000000 
 20190511, 1600, 16.299999 
 20190511, 1700, 16.000000 
 20190511, 1800, 15.200000 
 20190511, 1900, 14.700000 
 20190511, 2000, 14.900000 
 20190511, 2100, 16.400000 
 20190511, 2200, 19.100000 
 20190511, 2300, 20.000000 
 20190512, 0000, 23.299999 
 20190512, 0100, 24.600000 
 20190512, 0200, 25.500000 
 20190512, 0300, 27.400000 
 20190512, 0400, 28.000000 
 20190512, 0500, 28.700001 
 20190512, 0600, 28.400000 
 20190512, 0700, 27.500000 
 20190512, 0800, 26.100000 
 20190512, 0900, 24.299999 
 20190512, 1000, 23.799999 
 20190512, 1100, 21.500000 
 20190512, 1200, 20.600000 
 20190512, 1300, 19.799999 
 20190512, 1400, 18.799999 
 20190512, 1500, 18.299999 
 20190512, 1600, 18.000000 
 20190512, 1700, 17.400000 
 20190512, 1800, 17.000000 
 20190512, 1900, 16.500000 
 20190512, 2000, 16.299999 
 20190512, 2100, 17.400000 
 20190512, 2200, 19.500000 
 20190512, 2300, 20.700001 
 20190513, 0000, 21.400000 
 20190513, 0100, 21.900000 
 20190513, 0200, 22.400000 
 20190513, 0300, 22.799999 
 20190513, 0400, 21.200001 
 20190513, 0500, 21.100000 
 20190513, 0600, 20.400000 
 20190513, 0700, 19.900000 
 20190513, 0800, 19.600000 
 20190513, 0900, 16.700001 
 20190513, 1000, 16.299999 
 20190513, 1100, 16.000000 
 20190513, 1200, 15.800000 
 20190513, 1300, 15.600000 
 20190513, 1400, 15.300000 
 20190513, 1500, 14.500000 
 20190513, 1600, 14.300000 
 20190513, 1700, 13.700000 
 20190513, 1800, 13.400000 
 20190513, 1900, 12.900000 
 20190513, 2000, 12.900000 
 20190513, 2100, 14.500000 
 20190513, 2200, 17.000000 
 20190513, 2300, 19.200001 
 20190514, 0000, 21.700001 
 20190514, 0100, 23.000000 
 20190514, 0200, 24.500000 
 20190514, 0300, 25.900000 
 20190514, 0400, 26.400000 
 20190514, 0500, 26.799999 
 20190514, 0600, 26.100000 
 20190514, 0700, 25.000000 
 20190514, 0800, 24.000000 
 20190514, 0900, 22.299999 
 20190514, 1000, 20.900000 
 20190514, 1100, 19.600000 
 20190514, 1200, 18.600000 
 20190514, 1300, 17.600000 
 20190514, 1400, 17.100000 
 20190514, 1500, 16.600000 
 20190514, 1600, 16.200001 
 20190514, 1700, 15.600000 
 20190514, 1800, 15.200000 
 20190514, 1900, 15.000000 
 20190514, 2000, 14.900000 
 20190514, 2100, 16.200001 
 20190514, 2200, 18.000000 
 20190514, 2300, 20.000000 
 20190515, 0000, 21.500000 
 20190515, 0100, 22.799999 
