 날짜,시간,청운효자동
 20190622, 1300, 23.100000 
 20190622, 1400, 22.600000 
 20190622, 1500, 21.700001 
 20190622, 1600, 21.200001 
 20190622, 1700, 20.299999 
 20190622, 1800, 20.000000 
 20190622, 1900, 19.400000 
 20190622, 2000, 19.299999 
 20190622, 2100, 21.200001 
 20190622, 2200, 23.200001 
 20190622, 2300, 24.700001 
 20190623, 0000, 26.000000 
 20190623, 0100, 27.100000 
 20190623, 0200, 28.100000 
 20190623, 0300, 28.100000 
 20190623, 0400, 29.900000 
 20190623, 0500, 29.900000 
 20190623, 0600, 30.299999 
 20190623, 0700, 29.500000 
 20190623, 0800, 29.100000 
 20190623, 0900, 27.700001 
 20190623, 1000, 25.700001 
 20190623, 1100, 24.400000 
 20190623, 1200, 23.500000 
 20190623, 1300, 23.000000 
 20190623, 1400, 22.700001 
 20190623, 1500, 22.600000 
 20190623, 1600, 22.500000 
 20190623, 1700, 22.400000 
 20190623, 1800, 22.100000 
 20190623, 1900, 21.299999 
 20190623, 2000, 21.000000 
 20190623, 2100, 22.600000 
 20190623, 2200, 24.100000 
 20190623, 2300, 25.500000 
 20190624, 0000, 26.700001 
 20190624, 0100, 28.100000 
 20190624, 0200, 29.200001 
 20190624, 0300, 30.000000 
 20190624, 0400, 30.600000 
 20190624, 0500, 30.299999 
 20190624, 0600, 30.000000 
 20190624, 0700, 29.100000 
 20190624, 0800, 28.299999 
 20190624, 0900, 26.700001 
 20190624, 1000, 24.400000 
 20190624, 1100, 23.200001 
 20190624, 1200, 22.500000 
 20190624, 1300, 21.799999 
 20190624, 1400, 21.299999 
 20190624, 1500, 20.900000 
 20190624, 1600, 20.400000 
 20190624, 1700, 20.000000 
 20190624, 1800, 19.799999 
 20190624, 1900, 19.500000 
 20190624, 2000, 19.700001 
 20190624, 2100, 21.100000 
 20190624, 2200, 23.200001 
 20190624, 2300, 25.000000 
 20190625, 0000, 27.400000 
 20190625, 0100, 28.700001 
 20190625, 0200, 29.900000 
 20190625, 0300, 30.799999 
 20190625, 0400, 31.700001 
 20190625, 0500, 32.500000 
 20190625, 0600, 32.200001 
 20190625, 0700, 30.900000 
 20190625, 0800, 29.400000 
 20190625, 0900, 27.700001 
 20190625, 1000, 26.200001 
 20190625, 1100, 25.200001 
 20190625, 1200, 24.500000 
 20190625, 1300, 23.900000 
 20190625, 1400, 23.200001 
 20190625, 1500, 22.600000 
 20190625, 1600, 21.900000 
 20190625, 1700, 21.600000 
 20190625, 1800, 21.200001 
 20190625, 1900, 20.799999 
 20190625, 2000, 21.299999 
 20190625, 2100, 22.400000 
 20190625, 2200, 24.500000 
 20190625, 2300, 25.900000 
 20190626, 0000, 26.799999 
 20190626, 0100, 27.100000 
 20190626, 0200, 27.299999 
 20190626, 0300, 27.600000 
 20190626, 0400, 28.600000 
 20190626, 0500, 29.100000 
 20190626, 0600, 29.000000 
 20190626, 0700, 28.600000 
 20190626, 0800, 27.900000 
 20190626, 0900, 27.400000 
 20190626, 1000, 26.600000 
 20190626, 1100, 26.100000 
 20190626, 1200, 25.799999 
 20190626, 1300, 25.100000 
 20190626, 1400, 24.400000 
 20190626, 1500, 22.600000 
 20190626, 1600, 22.200001 
 20190626, 1700, 22.100000 
 20190626, 1800, 22.000000 
 20190626, 1900, 22.000000 
 20190626, 2000, 22.100000 
 20190626, 2100, 22.299999 
 20190626, 2200, 23.500000 
 20190626, 2300, 24.500000 
 20190627, 0000, 26.000000 
 20190627, 0100, 27.400000 
 20190627, 0200, 28.600000 
 20190627, 0300, 30.000000 
 20190627, 0400, 31.200001 
 20190627, 0500, 30.600000 
 20190627, 0600, 29.600000 
 20190627, 0700, 28.900000 
 20190627, 0800, 27.900000 
 20190627, 0900, 26.600000 
 20190627, 1000, 25.299999 
 20190627, 1100, 24.500000 
 20190627, 1200, 24.299999 
 20190627, 1300, 24.200001 
 20190627, 1400, 24.200001 
 20190627, 1500, 24.100000 
 20190627, 1600, 24.100000 
 20190627, 1700, 23.900000 
 20190627, 1800, 24.000000 
 20190627, 1900, 23.600000 
 20190627, 2000, 23.600000 
 20190627, 2100, 24.500000 
 20190627, 2200, 24.100000 
 20190627, 2300, 24.700001 
 20190628, 0000, 25.100000 
 20190628, 0100, 25.200001 
 20190628, 0200, 25.100000 
 20190628, 0300, 25.299999 
 20190628, 0400, 26.700001 
 20190628, 0500, 28.100000 
 20190628, 0600, 28.700001 
 20190628, 0700, 27.299999 
 20190628, 0800, 26.200001 
 20190628, 0900, 25.299999 
 20190628, 1000, 24.400000 
 20190628, 1100, 23.600000 
 20190628, 1200, 23.299999 
 20190628, 1300, 22.900000 
 20190628, 1400, 22.100000 
 20190628, 1500, 21.600000 
 20190628, 1600, 21.100000 
 20190628, 1700, 20.700001 
 20190628, 1800, 20.600000 
 20190628, 1900, 20.200001 
 20190628, 2000, 19.900000 
 20190628, 2100, 19.700001 
 20190628, 2200, 19.600000 
 20190628, 2300, 20.000000 
 20190629, 0000, 20.500000 
 20190629, 0100, 21.700001 
 20190629, 0200, 24.299999 
 20190629, 0300, 25.799999 
 20190629, 0400, 26.299999 
 20190629, 0500, 26.299999 
 20190629, 0600, 27.000000 
 20190629, 0700, 27.200001 
 20190629, 0800, 26.600000 
 20190629, 0900, 25.900000 
 20190629, 1000, 25.299999 
 20190629, 1100, 24.400000 
 20190629, 1200, 23.600000 
 20190629, 1300, 23.100000 
 20190629, 1400, 22.799999 
 20190629, 1500, 22.299999 
 20190629, 1600, 21.900000 
 20190629, 1700, 21.600000 
 20190629, 1800, 21.299999 
 20190629, 1900, 21.000000 
 20190629, 2000, 21.200001 
 20190629, 2100, 22.000000 
 20190629, 2200, 23.100000 
 20190629, 2300, 24.400000 
 20190630, 0000, 25.100000 
 20190630, 0100, 25.700001 
 20190630, 0200, 27.299999 
 20190630, 0300, 27.900000 
 20190630, 0400, 26.799999 
 20190630, 0500, 26.700001 
 20190630, 0600, 26.000000 
 20190630, 0700, 25.500000 
 20190630, 0800, 24.799999 
 20190630, 0900, 24.100000 
 20190630, 1000, 23.700001 
 20190630, 1100, 23.299999 
 20190630, 1200, 22.900000 
 20190630, 1300, 22.600000 
 20190630, 1400, 22.400000 
 20190630, 1500, 22.000000 
 20190630, 1600, 21.299999 
 20190630, 1700, 20.799999 
 20190630, 1800, 20.600000 
 20190630, 1900, 20.600000 
 20190630, 2000, 20.799999 
 20190630, 2100, 21.200001 
 20190630, 2200, 22.000000 
 20190630, 2300, 23.500000 
 20190701, 0000, 24.700001 
 20190701, 0100, 25.799999 
 20190701, 0200, 26.900000 
 20190701, 0300, 27.500000 
 20190701, 0400, 28.299999 
 20190701, 0500, 28.500000 
 20190701, 0600, 28.600000 
 20190701, 0700, 28.299999 
 20190701, 0800, 26.600000 
 20190701, 0900, 25.000000 
 20190701, 1000, 23.500000 
 20190701, 1100, 22.600000 
 20190701, 1200, 22.200001 
 20190701, 1300, 21.799999 
 20190701, 1400, 21.600000 
 20190701, 1500, 21.299999 
 20190701, 1600, 21.200001 
 20190701, 1700, 21.100000 
 20190701, 1800, 21.000000 
 20190701, 1900, 21.000000 
 20190701, 2000, 21.000000 
 20190701, 2100, 21.600000 
 20190701, 2200, 22.600000 
 20190701, 2300, 23.500000 
 20190702, 0000, 25.600000 
 20190702, 0100, 26.000000 
 20190702, 0200, 27.700001 
 20190702, 0300, 28.299999 
 20190702, 0400, 29.600000 
 20190702, 0500, 28.700001 
 20190702, 0600, 28.799999 
 20190702, 0700, 28.700001 
 20190702, 0800, 28.100000 
 20190702, 0900, 25.900000 
 20190702, 1000, 23.700001 
 20190702, 1100, 23.100000 
 20190702, 1200, 22.600000 
 20190702, 1300, 22.299999 
 20190702, 1400, 22.100000 
 20190702, 1500, 21.799999 
 20190702, 1600, 21.700001 
 20190702, 1700, 21.600000 
 20190702, 1800, 21.400000 
 20190702, 1900, 21.299999 
 20190702, 2000, 21.500000 
 20190702, 2100, 22.100000 
 20190702, 2200, 22.799999 
 20190702, 2300, 24.299999 
 20190703, 0000, 25.799999 
 20190703, 0100, 27.200001 
 20190703, 0200, 27.400000 
 20190703, 0300, 27.000000 
 20190703, 0400, 27.000000 
 20190703, 0500, 26.799999 
 20190703, 0600, 26.900000 
 20190703, 0700, 26.400000 
 20190703, 0800, 25.900000 
 20190703, 0900, 25.400000 
 20190703, 1000, 24.799999 
 20190703, 1100, 23.500000 
 20190703, 1200, 23.000000 
 20190703, 1300, 22.299999 
 20190703, 1400, 21.799999 
 20190703, 1500, 21.200001 
 20190703, 1600, 20.700001 
 20190703, 1700, 20.500000 
 20190703, 1800, 20.500000 
 20190703, 1900, 20.100000 
 20190703, 2000, 20.000000 
 20190703, 2100, 21.100000 
 20190703, 2200, 23.000000 
 20190703, 2300, 25.299999 
 20190704, 0000, 27.100000 
 20190704, 0100, 28.600000 
 20190704, 0200, 30.600000 
 20190704, 0300, 31.600000 
 20190704, 0400, 32.400002 
 20190704, 0500, 32.299999 
 20190704, 0600, 31.500000 
 20190704, 0700, 30.900000 
 20190704, 0800, 29.299999 
 20190704, 0900, 26.700001 
 20190704, 1000, 24.700001 
 20190704, 1100, 23.900000 
 20190704, 1200, 23.500000 
 20190704, 1300, 22.900000 
 20190704, 1400, 22.500000 
 20190704, 1500, 22.100000 
 20190704, 1600, 21.500000 
 20190704, 1700, 20.700001 
 20190704, 1800, 20.500000 
 20190704, 1900, 20.200001 
 20190704, 2000, 20.299999 
 20190704, 2100, 21.600000 
 20190704, 2200, 24.600000 
 20190704, 2300, 26.200001 
 20190705, 0000, 28.900000 
 20190705, 0100, 30.600000 
 20190705, 0200, 32.700001 
 20190705, 0300, 34.200001 
 20190705, 0400, 33.900002 
 20190705, 0500, 34.700001 
 20190705, 0600, 33.900002 
 20190705, 0700, 33.000000 
 20190705, 0800, 31.900000 
 20190705, 0900, 30.500000 
 20190705, 1000, 28.900000 
 20190705, 1100, 28.100000 
 20190705, 1200, 27.700001 
 20190705, 1300, 27.400000 
 20190705, 1400, 26.900000 
 20190705, 1500, 26.700001 
 20190705, 1600, 26.400000 
 20190705, 1700, 26.100000 
 20190705, 1800, 25.299999 
 20190705, 1900, 24.900000 
 20190705, 2000, 24.799999 
 20190705, 2100, 26.100000 
 20190705, 2200, 28.000000 
 20190705, 2300, 29.200001 
 20190706, 0000, 31.100000 
 20190706, 0100, 32.500000 
 20190706, 0200, 33.700001 
 20190706, 0300, 34.500000 
 20190706, 0400, 35.799999 
 20190706, 0500, 35.700001 
 20190706, 0600, 35.700001 
 20190706, 0700, 35.099998 
 20190706, 0800, 33.799999 
 20190706, 0900, 31.700001 
 20190706, 1000, 30.000000 
 20190706, 1100, 29.000000 
 20190706, 1200, 27.799999 
 20190706, 1300, 26.400000 
 20190706, 1400, 25.400000 
 20190706, 1500, 24.799999 
 20190706, 1600, 24.400000 
 20190706, 1700, 24.000000 
 20190706, 1800, 23.799999 
 20190706, 1900, 23.600000 
 20190706, 2000, 23.700001 
 20190706, 2100, 25.299999 
 20190706, 2200, 25.900000 
 20190706, 2300, 26.900000 
 20190707, 0000, 28.900000 
 20190707, 0100, 29.400000 
 20190707, 0200, 30.200001 
 20190707, 0300, 30.299999 
 20190707, 0400, 31.400000 
 20190707, 0500, 32.299999 
 20190707, 0600, 31.100000 
 20190707, 0700, 30.000000 
 20190707, 0800, 28.500000 
 20190707, 0900, 27.100000 
 20190707, 1000, 25.700001 
 20190707, 1100, 24.600000 
 20190707, 1200, 23.700001 
 20190707, 1300, 23.100000 
 20190707, 1400, 22.600000 
 20190707, 1500, 22.000000 
 20190707, 1600, 21.700001 
 20190707, 1700, 21.400000 
 20190707, 1800, 21.400000 
 20190707, 1900, 21.299999 
 20190707, 2000, 21.299999 
 20190707, 2100, 22.200001 
 20190707, 2200, 23.100000 
 20190707, 2300, 24.000000 
 20190708, 0000, 25.299999 
 20190708, 0100, 27.700001 
 20190708, 0200, 28.100000 
 20190708, 0300, 29.200001 
 20190708, 0400, 30.100000 
 20190708, 0500, 29.799999 
 20190708, 0600, 30.299999 
 20190708, 0700, 30.100000 
 20190708, 0800, 27.700001 
 20190708, 0900, 26.799999 
 20190708, 1000, 25.400000 
 20190708, 1100, 24.500000 
 20190708, 1200, 23.700001 
 20190708, 1300, 23.000000 
 20190708, 1400, 22.400000 
 20190708, 1500, 21.900000 
 20190708, 1600, 21.299999 
 20190708, 1700, 20.700001 
 20190708, 1800, 20.200001 
 20190708, 1900, 19.900000 
 20190708, 2000, 19.799999 
 20190708, 2100, 21.600000 
 20190708, 2200, 23.799999 
 20190708, 2300, 25.799999 
 20190709, 0000, 27.500000 
 20190709, 0100, 28.500000 
 20190709, 0200, 28.600000 
 20190709, 0300, 29.600000 
 20190709, 0400, 28.900000 
 20190709, 0500, 29.600000 
 20190709, 0600, 29.400000 
 20190709, 0700, 28.700001 
 20190709, 0800, 28.000000 
 20190709, 0900, 27.000000 
 20190709, 1000, 25.700001 
 20190709, 1100, 24.799999 
 20190709, 1200, 24.100000 
 20190709, 1300, 23.400000 
 20190709, 1400, 22.500000 
 20190709, 1500, 21.900000 
 20190709, 1600, 21.400000 
 20190709, 1700, 21.000000 
 20190709, 1800, 20.900000 
 20190709, 1900, 20.900000 
 20190709, 2000, 21.200001 
 20190709, 2100, 21.799999 
 20190709, 2200, 23.600000 
 20190709, 2300, 25.299999 
 20190710, 0000, 24.600000 
 20190710, 0100, 25.900000 
 20190710, 0200, 26.700001 
 20190710, 0300, 26.600000 
 20190710, 0400, 26.400000 
 20190710, 0500, 25.400000 
 20190710, 0600, 24.299999 
 20190710, 0700, 23.200001 
 20190710, 0800, 21.799999 
 20190710, 0900, 21.200001 
 20190710, 1000, 20.299999 
 20190710, 1100, 19.700001 
 20190710, 1200, 19.299999 
 20190710, 1300, 19.400000 
 20190710, 1400, 19.600000 
 20190710, 1500, 19.600000 
 20190710, 1600, 19.600000 
 20190710, 1700, 20.000000 
 20190710, 1800, 20.000000 
 20190710, 1900, 19.900000 
 20190710, 2000, 19.799999 
 20190710, 2100, 20.000000 
 20190710, 2200, 20.600000 
 20190710, 2300, 21.200001 
 20190711, 0000, 22.100000 
 20190711, 0100, 23.400000 
 20190711, 0200, 24.299999 
 20190711, 0300, 25.799999 
 20190711, 0400, 25.500000 
 20190711, 0500, 25.000000 
 20190711, 0600, 23.799999 
 20190711, 0700, 23.400000 
 20190711, 0800, 22.600000 
 20190711, 0900, 21.900000 
 20190711, 1000, 21.600000 
 20190711, 1100, 21.299999 
 20190711, 1200, 21.000000 
 20190711, 1300, 20.799999 
 20190711, 1400, -50.000000 
 20190711, 1500, 20.400000 
 20190711, 1600, 20.299999 
 20190711, 1700, 20.100000 
 20190711, 1800, 20.100000 
 20190711, 1900, 20.100000 
 20190711, 2000, 20.299999 
 20190711, 2100, 20.799999 
 20190711, 2200, 21.500000 
 20190711, 2300, 23.000000 
 20190712, 0000, 23.400000 
 20190712, 0100, 25.100000 
 20190712, 0200, 26.799999 
 20190712, 0300, 27.299999 
 20190712, 0400, 28.000000 
 20190712, 0500, 28.100000 
 20190712, 0600, 27.100000 
 20190712, 0700, 26.700001 
 20190712, 0800, 25.600000 
 20190712, 0900, 24.900000 
 20190712, 1000, 24.000000 
 20190712, 1100, 23.500000 
 20190712, 1200, 23.100000 
 20190712, 1300, 22.799999 
 20190712, 1400, 22.799999 
 20190712, 1500, 22.700001 
 20190712, 1600, 22.500000 
 20190712, 1700, 22.400000 
 20190712, 1800, 22.400000 
 20190712, 1900, 22.200001 
 20190712, 2000, 22.299999 
 20190712, 2100, 22.400000 
 20190712, 2200, 22.700001 
 20190712, 2300, 23.900000 
 20190713, 0000, 25.799999 
 20190713, 0100, 25.900000 
 20190713, 0200, 27.000000 
 20190713, 0300, 28.000000 
 20190713, 0400, 29.299999 
 20190713, 0500, 29.500000 
 20190713, 0600, 29.000000 
 20190713, 0700, 27.900000 
 20190713, 0800, 27.400000 
 20190713, 0900, 26.200001 
 20190713, 1000, 25.000000 
 20190713, 1100, 24.299999 
 20190713, 1200, 23.500000 
 20190713, 1300, 22.900000 
 20190713, 1400, 22.600000 
 20190713, 1500, 22.400000 
 20190713, 1600, 22.100000 
 20190713, 1700, 21.799999 
 20190713, 1800, 21.400000 
 20190713, 1900, 21.299999 
 20190713, 2000, 21.500000 
 20190713, 2100, 22.299999 
 20190713, 2200, 23.200001 
 20190713, 2300, 24.500000 
 20190714, 0000, 25.600000 
 20190714, 0100, 27.799999 
 20190714, 0200, 29.900000 
 20190714, 0300, 31.000000 
 20190714, 0400, 30.700001 
 20190714, 0500, 30.900000 
 20190714, 0600, 31.299999 
 20190714, 0700, 29.900000 
 20190714, 0800, 29.900000 
 20190714, 0900, 28.100000 
 20190714, 1000, 26.400000 
 20190714, 1100, 25.200001 
 20190714, 1200, 24.500000 
 20190714, 1300, 24.000000 
 20190714, 1400, 23.600000 
 20190714, 1500, 23.400000 
 20190714, 1600, 23.000000 
 20190714, 1700, 22.600000 
 20190714, 1800, 22.400000 
 20190714, 1900, 22.500000 
 20190714, 2000, 22.600000 
 20190714, 2100, 23.299999 
 20190714, 2200, 24.500000 
 20190714, 2300, 25.200001 
 20190715, 0000, 26.000000 
 20190715, 0100, 26.900000 
 20190715, 0200, 27.100000 
 20190715, 0300, 26.500000 
 20190715, 0400, 26.299999 
 20190715, 0500, 24.299999 
 20190715, 0600, 23.400000 
 20190715, 0700, 22.700001 
 20190715, 0800, 22.900000 
 20190715, 0900, 22.600000 
 20190715, 1000, 22.200001 
 20190715, 1100, 22.200001 
 20190715, 1200, 22.200001 
 20190715, 1300, 22.299999 
 20190715, 1400, 22.100000 
 20190715, 1500, 22.000000 
 20190715, 1600, 21.600000 
 20190715, 1700, 21.600000 
 20190715, 1800, 21.500000 
 20190715, 1900, 21.400000 
 20190715, 2000, 21.400000 
 20190715, 2100, 21.900000 
 20190715, 2200, 22.500000 
 20190715, 2300, 22.700001 
 20190716, 0000, 23.700001 
 20190716, 0100, 25.900000 
 20190716, 0200, 26.799999 
 20190716, 0300, 24.900000 
 20190716, 0400, 26.299999 
 20190716, 0500, 28.000000 
 20190716, 0600, 28.299999 
 20190716, 0700, 28.600000 
 20190716, 0800, 27.900000 
 20190716, 0900, 26.299999 
 20190716, 1000, 25.299999 
 20190716, 1100, 24.500000 
 20190716, 1200, 24.200001 
 20190716, 1300, 24.100000 
 20190716, 1400, 23.700001 
 20190716, 1500, 23.400000 
 20190716, 1600, 23.299999 
 20190716, 1700, 23.200001 
 20190716, 1800, 22.799999 
 20190716, 1900, 22.500000 
 20190716, 2000, 22.500000 
 20190716, 2100, 23.100000 
 20190716, 2200, 24.600000 
 20190716, 2300, 25.200001 
 20190717, 0000, 26.299999 
 20190717, 0100, 26.900000 
 20190717, 0200, 27.100000 
 20190717, 0300, 27.100000 
 20190717, 0400, 27.000000 
 20190717, 0500, 28.600000 
 20190717, 0600, 28.900000 
 20190717, 0700, 28.700001 
 20190717, 0800, 27.900000 
 20190717, 0900, 27.100000 
 20190717, 1000, 26.400000 
 20190717, 1100, 25.900000 
 20190717, 1200, 25.600000 
 20190717, 1300, 25.299999 
 20190717, 1400, 24.799999 
 20190717, 1500, 24.500000 
 20190717, 1600, 24.299999 
 20190717, 1700, 23.799999 
 20190717, 1800, 23.500000 
 20190717, 1900, 23.400000 
 20190717, 2000, 23.400000 
 20190717, 2100, 23.900000 
 20190717, 2200, 24.900000 
 20190717, 2300, 25.600000 
 20190718, 0000, 26.799999 
 20190718, 0100, 27.600000 
 20190718, 0200, 28.900000 
 20190718, 0300, 30.799999 
 20190718, 0400, 31.500000 
 20190718, 0500, 32.099998 
 20190718, 0600, 31.600000 
 20190718, 0700, 30.799999 
 20190718, 0800, 30.000000 
 20190718, 0900, 29.299999 
 20190718, 1000, 28.100000 
 20190718, 1100, 27.299999 
 20190718, 1200, 26.600000 
 20190718, 1300, 25.600000 
 20190718, 1400, 24.900000 
 20190718, 1500, 24.500000 
 20190718, 1600, 24.100000 
 20190718, 1700, 23.600000 
 20190718, 1800, 23.299999 
 20190718, 1900, 23.000000 
 20190718, 2000, 23.100000 
 20190718, 2100, 24.299999 
 20190718, 2200, 26.400000 
 20190718, 2300, 28.500000 
 20190719, 0000, 30.400000 
 20190719, 0100, 31.799999 
 20190719, 0200, 33.000000 
 20190719, 0300, 34.299999 
 20190719, 0400, 34.400002 
 20190719, 0500, 34.400002 
 20190719, 0600, 33.500000 
 20190719, 0700, 33.099998 
 20190719, 0800, 30.100000 
 20190719, 0900, 28.900000 
 20190719, 1000, 28.600000 
 20190719, 1100, 28.200001 
 20190719, 1200, 28.000000 
 20190719, 1300, 27.700001 
 20190719, 1400, 27.600000 
 20190719, 1500, 27.299999 
 20190719, 1600, 27.100000 
 20190719, 1700, 27.000000 
 20190719, 1800, 26.700001 
 20190719, 1900, 26.799999 
 20190719, 2000, 26.600000 
 20190719, 2100, 26.799999 
 20190719, 2200, 26.799999 
 20190719, 2300, 25.600000 
 20190720, 0000, 27.600000 
 20190720, 0100, 28.100000 
 20190720, 0200, 29.400000 
 20190720, 0300, 30.100000 
 20190720, 0400, 30.299999 
 20190720, 0500, 31.400000 
 20190720, 0600, 31.200001 
 20190720, 0700, 30.600000 
 20190720, 0800, 30.000000 
 20190720, 0900, 29.500000 
 20190720, 1000, 28.900000 
 20190720, 1100, 28.600000 
 20190720, 1200, 28.299999 
 20190720, 1300, 28.100000 
 20190720, 1400, 26.700001 
 20190720, 1500, 26.200001 
 20190720, 1600, 25.000000 
 20190720, 1700, 24.600000 
 20190720, 1800, 24.400000 
 20190720, 1900, 24.400000 
 20190720, 2000, 24.400000 
 20190720, 2100, 24.299999 
 20190720, 2200, 24.200001 
 20190720, 2300, 24.600000 
 20190721, 0000, 24.900000 
 20190721, 0100, 25.299999 
 20190721, 0200, 25.299999 
 20190721, 0300, 25.200001 
 20190721, 0400, 25.100000 
 20190721, 0500, 26.400000 
 20190721, 0600, 26.299999 
 20190721, 0700, 25.900000 
 20190721, 0800, 26.200001 
 20190721, 0900, 25.900000 
 20190721, 1000, 25.200001 
 20190721, 1100, 24.900000 
 20190721, 1200, 24.700001 
 20190721, 1300, 24.700001 
 20190721, 1400, 24.500000 
 20190721, 1500, 24.400000 
 20190721, 1600, 24.400000 
 20190721, 1700, 24.400000 
 20190721, 1800, 24.400000 
 20190721, 1900, 24.400000 
 20190721, 2000, 24.400000 
 20190721, 2100, 24.600000 
 20190721, 2200, 24.900000 
 20190721, 2300, 25.600000 
 20190722, 0000, 25.799999 
 20190722, 0100, 26.500000 
 20190722, 0200, 28.100000 
 20190722, 0300, 29.700001 
 20190722, 0400, 29.700001 
 20190722, 0500, 30.000000 
 20190722, 0600, 30.600000 
 20190722, 0700, 30.600000 
 20190722, 0800, 30.500000 
 20190722, 0900, 28.900000 
 20190722, 1000, 27.400000 
 20190722, 1100, 26.200001 
 20190722, 1200, 25.600000 
 20190722, 1300, 25.299999 
 20190722, 1400, 25.000000 
 20190722, 1500, 24.700001 
 20190722, 1600, 24.700001 
 20190722, 1700, 24.900000 
 20190722, 1800, 24.900000 
 20190722, 1900, 24.900000 
 20190722, 2000, 25.000000 
 20190722, 2100, 25.500000 
 20190722, 2200, 26.100000 
 20190722, 2300, 26.799999 
 20190723, 0000, 27.600000 
 20190723, 0100, 28.299999 
 20190723, 0200, 30.200001 
 20190723, 0300, 31.400000 
 20190723, 0400, 31.700001 
 20190723, 0500, 32.299999 
 20190723, 0600, 32.700001 
 20190723, 0700, 32.000000 
 20190723, 0800, 30.500000 
 20190723, 0900, 29.900000 
 20190723, 1000, 28.600000 
 20190723, 1100, 28.100000 
 20190723, 1200, 27.500000 
 20190723, 1300, 27.200001 
 20190723, 1400, 27.100000 
 20190723, 1500, 26.799999 
 20190723, 1600, 26.700001 
 20190723, 1700, 26.200001 
 20190723, 1800, 26.100000 
 20190723, 1900, 25.700001 
 20190723, 2000, 25.799999 
 20190723, 2100, 25.799999 
 20190723, 2200, 25.500000 
 20190723, 2300, 25.400000 
 20190724, 0000, 25.600000 
 20190724, 0100, 26.000000 
 20190724, 0200, 26.400000 
 20190724, 0300, 26.500000 
 20190724, 0400, 26.799999 
 20190724, 0500, 27.100000 
 20190724, 0600, 26.799999 
 20190724, 0700, 27.100000 
 20190724, 0800, 27.100000 
 20190724, 0900, 27.000000 
 20190724, 1000, 27.000000 
 20190724, 1100, 27.100000 
 20190724, 1200, 26.799999 
 20190724, 1300, 26.799999 
 20190724, 1400, 26.799999 
 20190724, 1500, 26.600000 
 20190724, 1600, 26.600000 
 20190724, 1700, 26.600000 
 20190724, 1800, 26.100000 
 20190724, 1900, 25.700001 
 20190724, 2000, 25.700001 
 20190724, 2100, 25.900000 
 20190724, 2200, 26.200001 
 20190724, 2300, 26.400000 
 20190725, 0000, 26.700001 
 20190725, 0100, 26.900000 
 20190725, 0200, 26.799999 
 20190725, 0300, 26.600000 
 20190725, 0400, 27.299999 
 20190725, 0500, 27.299999 
 20190725, 0600, 26.400000 
 20190725, 0700, 26.299999 
 20190725, 0800, 25.900000 
 20190725, 0900, 25.900000 
 20190725, 1000, 25.799999 
 20190725, 1100, 25.799999 
 20190725, 1200, 25.900000 
 20190725, 1300, 25.900000 
 20190725, 1400, 25.799999 
 20190725, 1500, 25.799999 
 20190725, 1600, 25.400000 
 20190725, 1700, 25.000000 
 20190725, 1800, 25.000000 
 20190725, 1900, 24.900000 
 20190725, 2000, 25.100000 
 20190725, 2100, 24.299999 
 20190725, 2200, 24.000000 
 20190725, 2300, 23.799999 
 20190726, 0000, 23.700001 
 20190726, 0100, 24.000000 
 20190726, 0200, 24.700001 
 20190726, 0300, 24.799999 
 20190726, 0400, 25.299999 
 20190726, 0500, 25.700001 
 20190726, 0600, 25.799999 
 20190726, 0700, 25.700001 
 20190726, 0800, 25.600000 
 20190726, 0900, 25.600000 
 20190726, 1000, 25.299999 
 20190726, 1100, 25.299999 
 20190726, 1200, 25.299999 
 20190726, 1300, 25.200001 
 20190726, 1400, 25.299999 
 20190726, 1500, 25.299999 
 20190726, 1600, 25.200001 
 20190726, 1700, 25.100000 
 20190726, 1800, 25.200001 
 20190726, 1900, 24.900000 
 20190726, 2000, 24.900000 
 20190726, 2100, 25.299999 
 20190726, 2200, 25.799999 
 20190726, 2300, 26.799999 
 20190727, 0000, 27.799999 
 20190727, 0100, 29.000000 
 20190727, 0200, 30.299999 
 20190727, 0300, 31.000000 
 20190727, 0400, 31.799999 
 20190727, 0500, 33.299999 
 20190727, 0600, 32.299999 
 20190727, 0700, 31.000000 
 20190727, 0800, 30.500000 
 20190727, 0900, 29.799999 
 20190727, 1000, 29.000000 
 20190727, 1100, 28.600000 
 20190727, 1200, 28.200001 
 20190727, 1300, 28.299999 
 20190727, 1400, 28.200001 
 20190727, 1500, 27.900000 
 20190727, 1600, 27.400000 
 20190727, 1700, 27.299999 
 20190727, 1800, 26.900000 
 20190727, 1900, 26.799999 
 20190727, 2000, 26.799999 
 20190727, 2100, 26.900000 
 20190727, 2200, 26.200001 
 20190727, 2300, 25.299999 
 20190728, 0000, 25.400000 
 20190728, 0100, 25.200001 
 20190728, 0200, 25.000000 
 20190728, 0300, 25.200001 
 20190728, 0400, 26.000000 
 20190728, 0500, 26.600000 
 20190728, 0600, 26.200001 
 20190728, 0700, 26.299999 
 20190728, 0800, 25.700001 
 20190728, 0900, 25.600000 
 20190728, 1000, 25.600000 
 20190728, 1100, 25.900000 
 20190728, 1200, 26.100000 
 20190728, 1300, 26.200001 
 20190728, 1400, 26.299999 
 20190728, 1500, 25.799999 
 20190728, 1600, 25.900000 
 20190728, 1700, 25.900000 
 20190728, 1800, 25.799999 
 20190728, 1900, 25.700001 
 20190728, 2000, 25.600000 
 20190728, 2100, 25.799999 
 20190728, 2200, 26.100000 
